Name of Student,Graduation Year,Location,University,Department,Degree,Major,Minors,Job Title,Company,Industry,Years of Experience,Technical and Non-technical Skills,Areas of Interest
David Lee,2011,Phoenix,Columbia University,Mechanical Engineering,PhD,Machine Learning,Statistics,Operations Manager,Apple,Consulting,20,"React, Git, Kubernetes","AI, Business Strategy"
Jessica Clark,2021,San Jose,University of Chicago,Mechanical Engineering,M.Tech,Business Analytics,History,Operations Manager,Intel,Finance,12,"AWS, Django, CSS","Data Science, Renewable Energy"
Robert Anderson,2012,Los Angeles,Yale University,Mathematics,B.Tech,Software Engineering,Linguistics,Business Analyst,Intel,Energy,23,"C++, JavaScript, SQL","Renewable Energy, Business Strategy"
Jessica Smith,2015,Phoenix,"University of California, Berkeley",Civil Engineering,B.Tech,Software Engineering,History,Consultant,IBM,Telecommunications,12,"Python, Kubernetes, Git","AI, Renewable Energy"
Robert Taylor,2024,Houston,MIT,Business Administration,PhD,Machine Learning,Law,Data Scientist,Adobe,Consulting,10,"Kubernetes, JavaScript, Python","Quantum Computing, Data Science"
Jessica Walker,2005,Chicago,MIT,Biology,MBA,Business Analytics,Statistics,Consultant,Microsoft,Retail,28,"HTML, Django, Java","Data Science, AI"
Jessica Brown,2009,Dallas,"University of California, Berkeley",Civil Engineering,M.Sc,Data Science,Philosophy,Product Manager,Microsoft,Automotive,29,"TensorFlow, Keras, Python","IoT, Quantum Computing"
Sarah Walker,2005,San Diego,University of Pennsylvania,Computer Science,B.Tech,Machine Learning,Philosophy,Research Scientist,Apple,Telecommunications,5,"Python, HTML, AWS","Robotics, Cybersecurity"
Sarah Brown,2021,Chicago,Yale University,Electrical Engineering,MBA,Financial Engineering,Environmental Science,Marketing Manager,Amazon,Consulting,15,"Docker, Kubernetes, Java","Robotics, Business Strategy"
John Johnson,2014,Dallas,University of Chicago,Electrical Engineering,BBA,Machine Learning,Environmental Science,Marketing Manager,Intel,Energy,14,"React, CSS, Keras","IoT, Robotics"
Sarah Walker,2015,New York,Princeton University,Mathematics,BBA,Robotics,Linguistics,Software Engineer,Facebook,Telecommunications,20,"Kubernetes, Python, HTML","AI, Quantum Computing"
Linda Smith,2014,San Diego,Princeton University,Biology,MBA,Cybersecurity,Sociology,Marketing Manager,Adobe,Finance,8,"Kubernetes, Django, C++","AI, Renewable Energy"
Robert Clark,2016,New York,University of Pennsylvania,Electrical Engineering,M.Sc,Financial Engineering,Law,Operations Manager,Adobe,Consulting,9,"Django, Java, Git","Quantum Computing, Cybersecurity"
John Scott,2012,Chicago,Columbia University,Biology,BBA,Machine Learning,Environmental Science,Research Scientist,Facebook,Government,17,"Git, Keras, AWS","Cybersecurity, Business Strategy"
Sarah Clark,2002,San Diego,"University of California, Berkeley",Physics,M.Sc,Financial Engineering,Environmental Science,Full Stack Developer,IBM,Technology,13,"TensorFlow, JavaScript, AWS","IoT, Business Strategy"
Linda Brown,2003,Phoenix,University of Pennsylvania,Chemistry,M.Sc,Robotics,History,Data Scientist,Facebook,Automotive,7,"Git, Docker, Python","Quantum Computing, ML"
Alice Lee,2024,Dallas,California Institute of Technology,Civil Engineering,B.Sc,Machine Learning,Psychology,Business Analyst,Amazon,Healthcare,9,"Git, Docker, Java","Robotics, AI"
Bob Lewis,2010,Philadelphia,Yale University,Business Administration,MBA,Renewable Energy,Linguistics,Full Stack Developer,Amazon,Energy,6,"Django, Python, Kubernetes","Quantum Computing, Robotics"
Robert Johnson,2006,Los Angeles,MIT,Economics,PhD,Data Science,Statistics,Research Scientist,Netflix,Education,10,"Python, JavaScript, Keras","IoT, AI"
Bob Smith,2011,San Antonio,Columbia University,Physics,BBA,Renewable Energy,Sociology,Consultant,Netflix,Automotive,6,"HTML, Git, Docker","Blockchain, Renewable Energy"
Robert Johnson,2011,Chicago,University of Chicago,Chemistry,MBA,Cybersecurity,Statistics,Software Engineer,Tesla,Education,18,"C++, TensorFlow, Docker","Cybersecurity, Data Science"
Linda Walker,2012,New York,Yale University,Mathematics,M.Tech,Financial Engineering,Environmental Science,Business Analyst,IBM,Government,6,"Keras, C++, Java","AI, Data Science"
Jessica Smith,2007,New York,Yale University,Chemistry,MBA,Software Engineering,Law,Marketing Manager,Apple,Education,29,"Git, C++, Keras","Blockchain, Data Science"
Michael Brown,2002,Dallas,MIT,Physics,M.Tech,Cybersecurity,Environmental Science,Full Stack Developer,Facebook,Healthcare,6,"AWS, HTML, C++","Quantum Computing, Renewable Energy"
Michael Walker,2024,Houston,Stanford University,Economics,MBA,Software Engineering,Political Science,Marketing Manager,Intel,Energy,6,"Kubernetes, Java, React","Blockchain, ML"
Emily Lewis,2016,Los Angeles,"University of California, Berkeley",Civil Engineering,M.Sc,Business Analytics,Philosophy,Business Analyst,IBM,Consulting,12,"SQL, Git, React","Cybersecurity, Robotics"
Jessica Walker,2012,San Diego,MIT,Business Administration,B.Tech,Robotics,Philosophy,Research Scientist,Apple,Finance,6,"Django, Java, Kubernetes","ML, Quantum Computing"
Emily Anderson,2018,New York,Harvard University,Biology,M.Sc,Financial Engineering,Law,DevOps Engineer,IBM,Energy,2,"TensorFlow, Django, Python","Robotics, Business Strategy"
John Scott,2002,San Diego,California Institute of Technology,Physics,B.Tech,Robotics,History,Software Engineer,Microsoft,Energy,16,"HTML, Git, Kubernetes","AI, Quantum Computing"
Sarah Taylor,2022,Phoenix,Stanford University,Civil Engineering,B.Tech,Business Analytics,Art History,Operations Manager,Adobe,Retail,3,"SQL, HTML, Docker","Quantum Computing, Renewable Energy"
Linda Taylor,2007,Dallas,Yale University,Electrical Engineering,MBA,Quantum Computing,Psychology,Data Scientist,Intel,Automotive,29,"Keras, Python, JavaScript","Blockchain, AI"
Alice Lee,2023,Philadelphia,MIT,Electrical Engineering,MBA,Renewable Energy,History,Consultant,Facebook,Retail,26,"Django, Git, JavaScript","IoT, Data Science"
Sarah Johnson,2012,Dallas,University of Chicago,Physics,BBA,Renewable Energy,History,Data Scientist,IBM,Education,3,"SQL, Keras, Kubernetes","Renewable Energy, ML"
Alice Clark,2020,San Diego,University of Chicago,Civil Engineering,B.Tech,Software Engineering,Art History,Consultant,Tesla,Consulting,24,"C++, Keras, Java","Robotics, Data Science"
Alice Walker,2015,Los Angeles,Yale University,Civil Engineering,B.Sc,Quantum Computing,Linguistics,Research Scientist,Facebook,Retail,1,"Git, Django, Python","Robotics, Business Strategy"
Bob Clark,2008,Houston,Columbia University,Mathematics,M.Tech,Cybersecurity,History,Operations Manager,Intel,Telecommunications,5,"TensorFlow, Kubernetes, Docker","Cybersecurity, AI"
Alice Scott,2019,Los Angeles,Yale University,Biology,B.Sc,Software Engineering,Law,Consultant,Google,Automotive,20,"TensorFlow, JavaScript, SQL","AI, Blockchain"
Michael Johnson,2008,Los Angeles,Columbia University,Computer Science,B.Sc,Artificial Intelligence,Sociology,Product Manager,Netflix,Retail,24,"Django, CSS, SQL","IoT, Quantum Computing"
Jessica Lewis,2024,Dallas,University of Chicago,Civil Engineering,MBA,Business Analytics,Art History,Consultant,Intel,Technology,15,"Python, TensorFlow, CSS","ML, Blockchain"
Emily Johnson,2001,Houston,Stanford University,Computer Science,MBA,Financial Engineering,Law,Consultant,Intel,Government,13,"Kubernetes, Docker, Python","Business Strategy, Data Science"
Alice Clark,2007,Los Angeles,California Institute of Technology,Physics,M.Tech,Machine Learning,Sociology,Software Engineer,Facebook,Retail,29,"TensorFlow, React, Kubernetes","Robotics, Data Science"
David Lewis,2004,Chicago,Princeton University,Electrical Engineering,MBA,Financial Engineering,Statistics,DevOps Engineer,Facebook,Education,6,"TensorFlow, Docker, Python","Robotics, Blockchain"
Bob Brown,2022,New York,Harvard University,Mathematics,PhD,Quantum Computing,Philosophy,DevOps Engineer,Apple,Finance,12,"Java, CSS, React","Blockchain, ML"
Jessica Clark,2015,San Antonio,"University of California, Berkeley",Biology,PhD,Financial Engineering,Philosophy,DevOps Engineer,Intel,Technology,10,"TensorFlow, CSS, SQL","Data Science, Robotics"
Emily Brown,2020,Houston,MIT,Biology,MBA,Robotics,Political Science,Full Stack Developer,Google,Energy,10,"JavaScript, Python, Keras","Quantum Computing, Business Strategy"
Emily Smith,2018,San Antonio,"University of California, Berkeley",Economics,B.Tech,Quantum Computing,Psychology,Marketing Manager,Google,Telecommunications,9,"CSS, Java, Docker","Blockchain, Robotics"
Linda Lee,2012,Chicago,Yale University,Physics,MBA,Machine Learning,Linguistics,Software Engineer,Microsoft,Healthcare,28,"Python, Kubernetes, TensorFlow","Renewable Energy, Data Science"
Bob Smith,2008,Dallas,"University of California, Berkeley",Business Administration,MBA,Financial Engineering,Statistics,Research Scientist,Adobe,Government,25,"Python, SQL, React","ML, Renewable Energy"
Jessica Taylor,2016,Los Angeles,University of Pennsylvania,Computer Science,PhD,Artificial Intelligence,Linguistics,Data Scientist,Adobe,Automotive,30,"Kubernetes, Git, C++","IoT, Renewable Energy"
Robert Johnson,2004,Los Angeles,University of Pennsylvania,Mechanical Engineering,M.Tech,Software Engineering,Philosophy,Business Analyst,Amazon,Consulting,30,"CSS, Java, Docker","IoT, Robotics"
John Walker,2020,Houston,Princeton University,Business Administration,PhD,Software Engineering,Sociology,Data Scientist,Apple,Government,10,"Git, Python, AWS","Cybersecurity, AI"
John Walker,2004,Dallas,"University of California, Berkeley",Economics,B.Sc,Machine Learning,Linguistics,Full Stack Developer,Apple,Healthcare,29,"Java, Keras, Django","ML, Business Strategy"
John Johnson,2019,Phoenix,Harvard University,Computer Science,BBA,Cybersecurity,Linguistics,Business Analyst,Amazon,Healthcare,21,"SQL, React, Keras","Quantum Computing, Cybersecurity"
Michael Taylor,2010,San Diego,California Institute of Technology,Civil Engineering,M.Tech,Quantum Computing,Law,Consultant,Amazon,Automotive,15,"Git, Kubernetes, Python","Robotics, Blockchain"
John Brown,2022,San Jose,"University of California, Berkeley",Electrical Engineering,B.Tech,Quantum Computing,Sociology,Consultant,Microsoft,Education,27,"Kubernetes, Docker, Java","AI, Cybersecurity"
Linda Lee,2021,Los Angeles,Yale University,Economics,B.Sc,Renewable Energy,Linguistics,Full Stack Developer,Adobe,Energy,6,"Git, Keras, Java","ML, Renewable Energy"
John Smith,2006,Los Angeles,University of Pennsylvania,Computer Science,MBA,Financial Engineering,Philosophy,DevOps Engineer,Netflix,Retail,5,"Docker, Django, Keras","Robotics, AI"
John Johnson,2011,San Antonio,Columbia University,Mathematics,BBA,Renewable Energy,Sociology,Business Analyst,Tesla,Automotive,28,"JavaScript, CSS, Kubernetes","Renewable Energy, Robotics"
David Taylor,2002,San Jose,Columbia University,Chemistry,MBA,Software Engineering,History,DevOps Engineer,Facebook,Retail,24,"TensorFlow, Docker, Django","ML, AI"
Robert Brown,2014,San Antonio,California Institute of Technology,Economics,MBA,Artificial Intelligence,Linguistics,Business Analyst,Netflix,Technology,29,"Python, Java, HTML","Blockchain, ML"
Alice Anderson,2020,San Antonio,Princeton University,Business Administration,B.Tech,Cybersecurity,Psychology,Marketing Manager,Facebook,Automotive,8,"React, Django, Java","AI, Business Strategy"
Robert Taylor,2019,Philadelphia,University of Chicago,Business Administration,BBA,Cybersecurity,History,Consultant,Facebook,Telecommunications,21,"TensorFlow, Docker, Python","Business Strategy, ML"
Alice Anderson,2009,San Diego,Yale University,Mechanical Engineering,MBA,Quantum Computing,Law,Research Scientist,Amazon,Technology,20,"AWS, Docker, TensorFlow","Robotics, Business Strategy"
Michael Scott,2007,Chicago,University of Pennsylvania,Computer Science,M.Sc,Renewable Energy,Environmental Science,Data Scientist,Amazon,Consulting,19,"React, Java, AWS","Quantum Computing, Data Science"
Jessica Johnson,2022,San Jose,University of Chicago,Economics,B.Tech,Machine Learning,Environmental Science,DevOps Engineer,Adobe,Technology,22,"CSS, Docker, React","AI, Cybersecurity"
Jessica Smith,2013,New York,California Institute of Technology,Physics,MBA,Data Science,Art History,Operations Manager,Microsoft,Education,10,"CSS, Git, Docker","Quantum Computing, Blockchain"
Emily Walker,2024,Phoenix,Harvard University,Civil Engineering,B.Tech,Business Analytics,Linguistics,Full Stack Developer,Intel,Telecommunications,16,"AWS, Python, TensorFlow","Blockchain, Data Science"
John Johnson,2001,San Jose,Stanford University,Biology,B.Tech,Artificial Intelligence,Art History,Product Manager,Microsoft,Consulting,5,"CSS, Django, Kubernetes","Data Science, Blockchain"
Emily Brown,2015,San Antonio,Yale University,Chemistry,B.Sc,Software Engineering,Sociology,Product Manager,Amazon,Finance,4,"Java, Docker, SQL","Renewable Energy, Cybersecurity"
Robert Brown,2005,San Jose,Yale University,Computer Science,PhD,Machine Learning,History,Operations Manager,Google,Healthcare,8,"TensorFlow, Keras, HTML","Robotics, IoT"
Emily Anderson,2001,San Jose,Harvard University,Electrical Engineering,BBA,Business Analytics,Art History,Software Engineer,Apple,Finance,11,"Docker, SQL, Git","AI, Blockchain"
Robert Johnson,2016,Los Angeles,"University of California, Berkeley",Electrical Engineering,B.Sc,Quantum Computing,Political Science,Marketing Manager,Microsoft,Education,25,"React, Django, C++","IoT, Blockchain"
Robert Lee,2011,San Diego,Harvard University,Chemistry,BBA,Data Science,Political Science,Operations Manager,Netflix,Energy,29,"Django, TensorFlow, React","ML, Renewable Energy"
David Taylor,2001,San Antonio,Yale University,Computer Science,BBA,Machine Learning,Philosophy,DevOps Engineer,Facebook,Healthcare,20,"TensorFlow, React, Python","ML, Renewable Energy"
Emily Lee,2023,San Antonio,California Institute of Technology,Computer Science,B.Sc,Robotics,Philosophy,Business Analyst,Netflix,Retail,5,"TensorFlow, Django, Java","Data Science, Business Strategy"
John Anderson,2020,San Jose,Stanford University,Electrical Engineering,BBA,Financial Engineering,Political Science,Consultant,Intel,Consulting,19,"Keras, Docker, CSS","ML, AI"
Robert Lee,2020,Houston,Yale University,Biology,BBA,Software Engineering,History,Business Analyst,Netflix,Education,13,"TensorFlow, Java, HTML","IoT, Renewable Energy"
Sarah Walker,2013,Los Angeles,Columbia University,Mechanical Engineering,B.Tech,Cybersecurity,Philosophy,DevOps Engineer,Amazon,Consulting,23,"CSS, Git, Docker","Robotics, Quantum Computing"
John Brown,2021,Phoenix,MIT,Mechanical Engineering,PhD,Robotics,Psychology,Operations Manager,Amazon,Education,8,"TensorFlow, Keras, SQL","ML, AI"
Michael Clark,2014,Dallas,Stanford University,Civil Engineering,MBA,Financial Engineering,Political Science,Business Analyst,Microsoft,Finance,20,"AWS, Python, Docker","Robotics, Data Science"
Linda Lee,2010,San Diego,"University of California, Berkeley",Chemistry,B.Sc,Data Science,Linguistics,Product Manager,Tesla,Healthcare,8,"HTML, Docker, SQL","AI, Robotics"
Jessica Scott,2021,San Jose,Harvard University,Physics,BBA,Robotics,Political Science,Data Scientist,Apple,Retail,24,"Django, React, C++","IoT, Blockchain"
Linda Brown,2004,Houston,Princeton University,Chemistry,MBA,Data Science,Linguistics,Operations Manager,Apple,Technology,5,"TensorFlow, Kubernetes, Django","Quantum Computing, Data Science"
Jessica Smith,2023,Phoenix,Yale University,Business Administration,BBA,Cybersecurity,Linguistics,Data Scientist,Google,Technology,20,"Django, React, AWS","Business Strategy, Robotics"
Sarah Lewis,2009,San Antonio,University of Pennsylvania,Economics,B.Tech,Data Science,History,Product Manager,Facebook,Healthcare,5,"JavaScript, HTML, Kubernetes","Renewable Energy, ML"
Bob Clark,2021,San Antonio,Stanford University,Civil Engineering,B.Sc,Business Analytics,Art History,Business Analyst,Apple,Technology,10,"AWS, Docker, Git","IoT, Business Strategy"
Bob Taylor,2018,San Antonio,Columbia University,Business Administration,PhD,Quantum Computing,Psychology,Research Scientist,Google,Energy,10,"SQL, Kubernetes, C++","Blockchain, Renewable Energy"
Robert Lee,2012,San Diego,California Institute of Technology,Economics,M.Tech,Business Analytics,Linguistics,Marketing Manager,Intel,Automotive,28,"React, Kubernetes, Python","IoT, AI"
Robert Johnson,2002,San Diego,"University of California, Berkeley",Civil Engineering,MBA,Financial Engineering,Art History,Business Analyst,Microsoft,Energy,13,"HTML, Git, Python","Cybersecurity, Business Strategy"
Emily Scott,2014,San Jose,Yale University,Civil Engineering,BBA,Business Analytics,Political Science,Product Manager,Amazon,Finance,1,"Kubernetes, CSS, Java","Data Science, Blockchain"
